3,2020-11-13 16:15:07,41,2
4,2020-11-14 13:27:07,41,2
5,2020-11-14 13:27:12,41,2
6,2020-11-14 13:30:49,41,2
7,2020-11-14 13:32:16,41,2
8,2020-11-14 13:33:16,41,2
9,2020-11-14 13:34:20,41,2
10,2020-11-14 13:37:01,41,2
11,2020-11-14 13:37:32,41,2
12,2020-11-14 13:41:38,41,2
13,2020-11-14 13:42:11,41,2
14,2020-11-14 14:06:18,41,2
15,2020-11-14 14:45:16,41,2
16,2020-11-14 15:04:00,41,2
17,2020-11-14 15:04:49,41,2
18,2020-11-14 15:07:15,46,2
19,2020-11-14 15:12:26,41,2
20,2020-11-14 15:12:48,41,2
21,2020-11-14 15:41:23,41,2
22,2020-11-14 15:42:19,41,2
23,2020-11-14 15:42:45,41,2
24,2020-11-14 15:43:31,41,2
25,2020-11-14 15:44:22,41,2
26,2020-11-14 15:44:56,41,2
27,2020-11-14 16:30:34,41,2
28,2020-11-14 16:31:34,41,2
29,2020-11-14 16:33:52,41,2
30,2020-11-14 16:33:57,41,1
31,2020-11-14 16:34:22,41,1
32,2020-11-14 16:34:36,41,1
33,2020-11-14 17:35:40,41,1
34,2020-11-19 15:39:08,54,2
